_key,username,location,postcount,likes,keyword,gender,identity,marriage,region,risk_appetite,education,revenue,deposit,debt,intended_products,label
43,6dd,"Colorado, USA",1.0,0.0,活着,,,,,,,,,,,
44,AB3,,2.0,0.0,帮助,,,,,,,,,,,
45,b64,,98.0,52.0,意味着,,,,,,,,,,,
46,2fa,Wolfsburg,800.0,5289.0,非常,,,,,,,,,,,
47,f2e,,1.0,0.0,归,,,,,,,,,,,
48,560,,1.0,0.0,真,,,,,,,,,,,
49,577,,1.0,0.0,好,,,,,,,,,,,
50,1bc,Palm Beach,367.0,12597.0,有没有,,,,,,,,,,,
51,cbd,,413.0,675.0,发现,,,,,,,,,,,
52,3ac,,21.0,6.0,告诉,,,,,,,,,,,
53,6da,廣州Canton,2095.0,2060.0,前段时间,,,,,,,,,,,
54,A5C,,11.0,0.0,更好,,,,,,,,,,,
55,710,,3.0,0.0,免费,,,,,,,,,,,
56,e2d,San Francisco,86.0,6.0,制作,,,,,,,,,,,
57,248,,3.0,0.0,无法,,,,,,,,,,,
58,A20,,2.0,0.0,饱和,,,,,,,,,,,
59,bd7,,3.0,0.0,就是,,,,,,,,,,,
60,38b,,1.0,0.0,选择,,,,,,,,,,,
61,2b5,,2.0,0.0,报名,,,,,,,,,,,
62,E17,,1.0,0.0,做,,,,,,,,,,,
63,2ca,,161.0,7.0,可爱,,,,,,,,,,,
64,631,,12.0,0.0,公司,,,,,,,,,,,
65,1f0,,4.0,0.0,爸爸,,,,,,,,,,,
66,d43,,2213.0,1055.0,胜利,,,,,,,,,,,
67,17C,大阪,6533.0,684.0,公司,,,,,,,,,,,
68,983,,1.0,0.0,是,,,,,,,,,,,
69,51A,London,141.0,426.0,互联网,,,,,,,,,,,
70,F0A,,4.0,0.0,最好,,,,,,,,,,,
71,565,,2.0,0.0,是否,,,,,,,,,,,
72,b6d,Kuwait,139.0,35.0,世界,,,,,,,,,,,
73,4a9,,2.0,0.0,查看,,,,,,,,,,,
74,9db,,5.0,1.0,分享,,,,,,,,,,,
75,784,,4.0,0.0,思考,,,,,,,,,,,
76,435,,3.0,0.0,网站,,,,,,,,,,,
77,8E0,Riyadh,286.0,15.0,上帝保佑,,,,,,,,,,,
78,4b3,heywood,194.0,33.0,很棒,,,,,,,,,,,
79,b86,,17.0,128.0,无,,,,,,,,,,,
80,a77,,4.0,0.0,起来,,,,,,,,,,,
81,B59,Schipluiden,361.0,6.0,服务,,,,,,,,,,,
82,488,,1.0,0.0,测试,,,,,,,,,,,
83,024,,66.0,24.0,出租车,,,,,,,,,,,
84,110,"الرياض, المملكة العربية السعودية",74.0,16.0,应用程序,,,,,,,,,,,
85,Beb,,1.0,0.0,公司,,,,,,,,,,,
86,60e,,1.0,0.0,加入,,,,,,,,,,,
87,60e,,1.0,0.0,加入,,,,,,,,,,,
88,371,,24.0,0.0,感到,,,,,,,,,,,
89,CB2,"Chicago, IL",17459.0,3620.0,建议,,,,,,,,,,,
90,4E5,,2.0,0.0,无,,,,,,,,,,,
91,C9E,,3.0,0.0,颜色,,,,,,,,,,,
92,bdb,Barcelona,12346.0,3.0,应用程序,,,,,,,,,,,
93,223,,1.0,4518.0,大,,,,,,,,,,,
94,4d9,,1.0,0.0,无,,,,,,,,,,,
95,A65,,1.0,0.0,无,,,,,,,,,,,
96,95D,"Recife, Pernambuco",114.0,1130.0,人们,,,,,,,,,,,
97,108,"New York, NY",47407.0,9068.0,也许,,,,,,,,,,,
98,237,"Tel-Aviv, Israel",59.0,0.0,公司,,,,,,,,,,,
99,f38,,1.0,0.0,无,,,,,,,,,,,
100,921,tokyo,17842.0,850.0,取消,,,,,,,,,,,
101,93D,,61.0,749.0,公司,,,,,,,,,,,
102,D31,,12.0,0.0,邀请,,,,,,,,,,,
103,7B8,Riyadh,7.0,0.0,照片,,,,,,,,,,,
104,41F,,4.0,0.0,相信,,,,,,,,,,,
105,f48,,11.0,0.0,年轻人,,,,,,,,,,,
106,3b5,Somewhere in this world,364.0,10.0,应用程序,,,,,,,,,,,
107,64e,world,2303.0,583.0,力量,,,,,,,,,,,
108,314,,2.0,0.0,无,,,,,,,,,,,
109,8fe,,73.0,9.0,公司,,,,,,,,,,,
110,d3d,,13.0,0.0,消息,,,,,,,,,,,
111,815,,1.0,0.0,无,,,,,,,,,,,
112,b7e,,2.0,10.0,无,,,,,,,,,,,
113,FC8,,180.0,0.0,有没有,,,,,,,,,,,
114,B79,"Temple, TX",1717.0,12551.0,有没有,,,,,,,,,,,
115,69b,,1.0,0.0,没有,,,,,,,,,,,
116,47a,puerto cabello,11.0,0.0,良好,,,,,,,,,,,
117,D3A,"Querétaro, Mexico",8214.0,2528.0,应用程序,,,,,,,,,,,
118,804,Richmond VA,13.0,0.0,购物中心,,,,,,,,,,,
119,e42,,3.0,0.0,无,,,,,,,,,,,
120,6E4,"الرياض, المملكة العربية السعودية",46819.0,2917.0,制作,,,,,,,,,,,
121,33c,,1.0,0.0,无,,,,,,,,,,,
122,Ab8,,14.0,0.0,发给,,,,,,,,,,,
123,15a,"Verspreide huizen Epse, Lochem",1198.0,10.0,建议,,,,,,,,,,,
124,901,Santiago Centro,160.0,0.0,房间,,,,,,,,,,,
125,cd2,,1.0,0.0,很快,,,,,,,,,,,
126,570,"Williamsport, PA",31.0,0.0,要求,,,,,,,,,,,
127,5ea,,16.0,0.0,公司,,,,,,,,,,,
128,B25,,5.0,0.0,测试,,,,,,,,,,,
129,90a,,2.0,0.0,个人电脑,,,,,,,,,,,
130,A94,,2.0,0.0,无,,,,,,,,,,,
131,Dea,"La Guaira, Venezuela",1187.0,723.0,多长时间,,,,,,,,,,,
132,694,"Oslo, Norway",1.0,0.0,穆斯林,,,,,,,,,,,
133,8d6,,3.0,0.0,觉得,,,,,,,,,,,
134,F03,,3.0,0.0,小时,,,,,,,,,,,
135,ccc,,839.0,0.0,状态,,,,,,,,,,,
136,6F9,"Bilbao, España",5447.0,4278.0,想要,,,,,,,,,,,
137,332,"south wales, uk",410.0,14.0,看起来,,,,,,,,,,,
138,8C2,,2732.0,344.0,休息,,,,,,,,,,,
139,ea5,rio,752.0,64573.0,错误,,,,,,,,,,,
140,0d1,,145.0,1119.0,游戏,,,,,,,,,,,
141,521,,1.0,0.0,缺乏,,,,,,,,,,,
142,5f3,Guayaquil,1.0,0.0,继续,,,,,,,,,,,
143,b9c,,13.0,0.0,医学美容,,,,,,,,,,,
144,440,,1.0,0.0,无,,,,,,,,,,,
145,571,,3.0,1.0,应用程序,,,,,,,,,,,
146,214,,1.0,0.0,无,,,,,,,,,,,
147,E40,707 Vallejo Ca. Bay Area ,38050.0,12708.0,制作,,,,,,,,,,,
148,58b,,1.0,0.0,再次,,,,,,,,,,,
149,6B9,رأس الخيمة,26.0,470.0,真正,,,,,,,,,,,
150,02c,بيتنا🙄,2874.0,159.0,上帝保佑,,,,,,,,,,,
151,756,,1.0,0.0,作家,,,,,,,,,,,
152,089,,1.0,152.0,情况,,,,,,,,,,,
153,03a,,397.0,372.0,糟糕,,,,,,,,,,,
154,E61,JAPAN,22444.0,6091.0,也许,,,,,,,,,,,
155,b1b,,1.0,0.0,获取,,,,,,,,,,,
156,Da2,,1.0,0.0,关注,,,,,,,,,,,
157,2D6,,2079.0,20.0,制作,,,,,,,,,,,
158,35c,,8.0,27.0,找到,,,,,,,,,,,
159,819,JPN.,5262.0,1460.0,先生,,,,,,,,,,,
160,b46,,13.0,27.0,黑手党,,,,,,,,,,,
161,A2C,shibuya tokyo japan,522.0,24.0,同一时间,,,,,,,,,,,
162,ca6,,2.0,0.0,退出,,,,,,,,,,,
163,E82,,53.0,15.0,游戏,,,,,,,,,,,
164,5D3,San Juan de Pasto,18.0,19.0,房间,,,,,,,,,,,
165,915,beijing,7.0,0.0,互联网,,,,,,,,,,,
166,2b5,,2.0,0.0,报名,,,,,,,,,,,
167,cde,,1.0,0.0,测试,,,,,,,,,,,
168,217,,21.0,13.0,就是,,,,,,,,,,,
169,72c,,7.0,0.0,找到,,,,,,,,,,,
170,2ca,,161.0,7.0,可爱,,,,,,,,,,,
171,e28,,1.0,0.0,无,,,,,,,,,,,
172,F4F,,1759.0,119.0,就是,,,,,,,,,,,
173,2CC,"Canberra, Australia",52766.0,1624.0,男子,,,,,,,,,,,
174,049,,38.0,2.0,出来,,,,,,,,,,,
175,376,,2.0,0.0,展示,,,,,,,,,,,
176,1bc,Palm Beach,367.0,12597.0,有没有,,,,,,,,,,,
177,CB2,"Chicago, IL",17459.0,3620.0,建议,,,,,,,,,,,
178,4be,Madhya Pradesh,48.0,0.0,立即,,,,,,,,,,,
179,BC1,British Columbia,83010.0,111.0,重新,,,,,,,,,,,
180,D66,Nederland,26467.0,6737.0,医疗保健,,,,,,,,,,,
181,d99,Indonesia,7748.0,230.0,应用程序,,,,,,,,,,,
182,4e1,south korea,1.0,0.0,需要,,,,,,,,,,,
183,4EC,"Redlands, CA",10.0,6.0,良好,,,,,,,,,,,
184,FCA,"Manhattan, NY",3554.0,256.0,也许,,,,,,,,,,,
185,996,,1.0,0.0,公司,,,,,,,,,,,
186,C2E,"Dallas/Ft. Worth/Midlothian,TX",17213.0,1951.0,看起来,,,,,,,,,,,
187,431,Amsterdam,687.0,2.0,电子邮件,,,,,,,,,,,
188,610,,1.0,0.0,聊天,,,,,,,,,,,
189,F91,新潟県　中越,81.0,0.0,手机,,,,,,,,,,,
190,978,Taiwan,95.0,0.0,忍不住,,,,,,,,,,,
191,099,,1.0,0.0,无,,,,,,,,,,,
192,ead,SF | NY,845.0,6371.0,医疗保健,,,,,,,,,,,
193,196,,1.0,1.0,朋友,,,,,,,,,,,
194,acf,"France, Spain, USA, UK, Canada, Spain, Germany, Italy + nearly 50 countries around the world.",6924.0,0.0,获取,,,,,,,,,,,
195,bf5,,14.0,1077.0,也许,,,,,,,,,,,
196,4ed,,24.0,0.0,洞察力,,,,,,,,,,,
197,6C9,Al Bukairiyah - 🇸🇦,17689.0,42.0,上帝保佑,,,,,,,,,,,
198,B93,West Michigan!,2068.0,0.0,电影,,,,,,,,,,,
199,6cd,,1.0,0.0,开心,,,,,,,,,,,
200,35c,,8.0,27.0,找到,,,,,,,,,,,
201,891,SoCal,1.0,0.0,股票市场,,,,,,,,,,,
202,01a,"Fort Wayne, Indiana",31.0,2.0,查看,,,,,,,,,,,
203,cdd,Atlanta,92.0,115.0,看起来,,,,,,,,,,,
204,C69,,12.0,2.0,想要,,,,,,,,,,,
205,1FD,,1.0,0.0,无,,,,,,,,,,,
206,685,"Camp Pendleton North, CA",425.0,16998.0,时候,,,,,,,,,,,
207,d7c,,1.0,0.0,测试,,,,,,,,,,,
208,25F,AL AHSSA and jazan,1845.0,687.0,年轻人,,,,,,,,,,,
209,ade,"Godalming, UK",37992.0,15770.0,也许,,,,,,,,,,,
210,651,,1.0,0.0,特种部队,,,,,,,,,,,
211,b51,,1.0,0.0,见到,,,,,,,,,,,
212,A41,,19.0,0.0,在线电影,,,,,,,,,,,
213,6B9,رأس الخيمة,26.0,470.0,真正,,,,,,,,,,,
214,B53,Dublin Ireland,167.0,350.0,也许,,,,,,,,,,,
215,9F1,,53.0,0.0,重新,,,,,,,,,,,
216,A5C,,11.0,0.0,更好,,,,,,,,,,,
217,229,,2.0,1.0,记得,,,,,,,,,,,
218,Ede,,4.0,0.0,木头,,,,,,,,,,,
219,e95,,1.0,0.0,快乐,,,,,,,,,,,
220,6D1,,9.0,0.0,等待,,,,,,,,,,,
221,70a,,2.0,0.0,孩子,,,,,,,,,,,
222,134,,1.0,0.0,无,,,,,,,,,,,
223,756,,1.0,0.0,作家,,,,,,,,,,,
224,9Eb,Madrid,11062.0,12380.0,增加,,,,,,,,,,,
225,a95,,1.0,0.0,手表,,,,,,,,,,,
226,86b,على قيد أُمنية,218.0,25.0,感觉,,,,,,,,,,,
227,d0b,Tokyo,2097.0,177.0,良好,,,,,,,,,,,
228,7FE,,4320.0,1562.0,出来,,,,,,,,,,,
229,28b,São Paulo Brazil,10.0,0.0,人们,,,,,,,,,,,
230,b7d,,1.0,0.0,日记,,,,,,,,,,,
231,466,Japan,4.0,0.0,也,,,,,,,,,,,
232,555,"Bristol, UK",6568.0,4574.0,时间表,,,,,,,,,,,
233,14B,,18.0,0.0,做到,,,,,,,,,,,
234,120,,7285.0,3129.0,查看,,,,,,,,,,,
235,afb,,3256.0,32.0,发现,,,,,,,,,,,
236,040,,1.0,0.0,有,,,,,,,,,,,
237,1ee,,114.0,15.0,政治家,,,,,,,,,,,
238,ba2,,20.0,2.0,当然,,,,,,,,,,,
239,db7,,1113.0,16.0,思考,,,,,,,,,,,
240,f86,,56.0,2.0,增压器,,,,,,,,,,,
241,578,"30.316944,-91.123266",1.0,0.0,看起来,,,,,,,,,,,
242,F40,,4.0,1.0,告诉,,,,,,,,,,,
243,4ad,"Beijing, China",329.0,10.0,查看,,,,,,,,,,,
244,CD5,Maryland,206.0,127.0,相信,,,,,,,,,,,
245,02e,,3.0,0.0,销售,,,,,,,,,,,
246,C37,"Dallas, TX",220.0,169.0,先生,,,,,,,,,,,
247,063,"Madurai South, India",5.0,90.0,立即,,,,,,,,,,,
248,174,,4.0,0.0,来自,,,,,,,,,,,
249,da4,"Chicago, IL",1473.0,408.0,活动,,,,,,,,,,,
250,Be5,,2.0,0.0,发生,,,,,,,,,,,
251,48B,,17.0,11.0,无法,,,,,,,,,,,
252,C0A,,1.0,0.0,思考,,,,,,,,,,,
253,A44,,4.0,0.0,工作,,,,,,,,,,,
254,008,"Eyes only, love.",15.0,0.0,文书工作,,,,,,,,,,,
255,f4e,Wiesbaden,11.0,22.0,穆斯林,,,,,,,,,,,
256,910,,1.0,0.0,会计师,,,,,,,,,,,
257,1b14,24,10.0,0.0,重新,,,,,,,,,,,
258,ca56,,1.0,0.0,无,,,,,,,,,,,
259,3817,,5.0,0.0,必须,,,,,,,,,,,
260,5ea6,,1.0,0.0,作成,,,,,,,,,,,
261,f7ad,"المدينة المن, المملكة العربية ",1568.0,0.0,穆斯林,,,,,,,,,,,
262,102b,,1.0,0.0,抓住,,,,,,,,,,,
263,df71,,23.0,45.0,无法,,,,,,,,,,,
264,e26c,,1.0,0.0,作成,,,,,,,,,,,
265,0566,,1.0,0.0,无,,,,,,,,,,,
266,0d2e,,2.0,0.0,死亡,,,,,,,,,,,
267,01f5,peru,4.0,0.0,公司,,,,,,,,,,,
268,F337,S.E.O.U.L,1.0,0.0,提示,,,,,,,,,,,
269,2f26,,74.0,6163.0,房子,,,,,,,,,,,
270,6f12,,1232.0,5.0,良好,,,,,,,,,,,
271,4255,Bremerton Wa,99.0,13.0,有没有,,,,,,,,,,,
272,7690,,1.0,0.0,搜索,,,,,,,,,,,
273,ec21,,10.0,457.0,建议,,,,,,,,,,,
274,33c5,,4.0,0.0,看看,,,,,,,,,,,
275,6414,,1.0,0.0,做,,,,,,,,,,,
276,1448,India,2.0,1.0,推,,,,,,,,,,,
277,a8b8,"Rio de Janeiro, Brasil",16.0,44.0,相信,,,,,,,,,,,
278,9973,,4.0,5.0,活动,,,,,,,,,,,
279,6743,,4.0,3.0,走开,,,,,,,,,,,
280,f509,,2.0,0.0,发送,,,,,,,,,,,
281,6119,,5.0,18.0,员工,,,,,,,,,,,
282,f7a9,,665.0,0.0,进入,,,,,,,,,,,
283,5e5a,Jeddah,98.0,14.0,上帝保佑,,,,,,,,,,,
284,5543,,1.0,0.0,使用,,,,,,,,,,,
285,d8c0,,17.0,2.0,增加,,,,,,,,,,,
286,53E2,,4.0,1.0,见到,,,,,,,,,,,
287,EFBA,"Chaclacayo, Lima, Perú",3266.0,10.0,留下,,,,,,,,,,,
288,2160,,1583.0,8.0,游戏,,,,,,,,,,,
289,ad13,,1.0,0.0,用于,,,,,,,,,,,
290,8948,Sakura City,536.0,10.0,拯救,,,,,,,,,,,
291,2645,                                                                                                                        ,4914.0,33468.0,一直,,,,,,,,,,,
292,b012,,2.0,0.0,趋势,,,,,,,,,,,
293,586C,,1.0,0.0,无,,,,,,,,,,,
294,394a,الكويت,847.0,15.0,相信,,,,,,,,,,,
295,91a8,,1.0,0.0,成为,,,,,,,,,,,
296,7D71,,2.0,0.0,诱惑,,,,,,,,,,,
297,0db0,,1091.0,423.0,是否,,,,,,,,,,,
298,2fab,Canada,2.0,0.0,尝试,,,,,,,,,,,
299,f6aa,"San Nicolas de los Garza, Mexico",15.0,0.0,开发人员,,,,,,,,,,,
300,1243,,7.0,0.0,准备,,,,,,,,,,,
301,e7e6,"Ankara, Türkiye",26.0,135.0,来到,,,,,,,,,,,
302,7a40,,5.0,10.0,电灯泡,,,,,,,,,,,
303,0625,,71.0,4.0,享受,,,,,,,,,,,
304,eb55,,1.0,0.0,无,,,,,,,,,,,
305,c884,新宿区,18517.0,45920.0,拥有,,,,,,,,,,,
306,ae89,,821.0,4339.0,应用程序,,,,,,,,,,,
307,5122,,78.0,0.0,甚至,,,,,,,,,,,
308,8469,,1.0,0.0,未,,,,,,,,,,,
309,5c44,,1.0,0.0,作成,,,,,,,,,,,
310,32B9,,3.0,0.0,电视,,,,,,,,,,,
311,e961,"ÜT: 0.52571,101.448067",2977.0,3.0,房子,,,,,,,,,,,
312,864c,第零下四十一階層都市「アサヒカワ」,9484.0,57.0,时间表,,,,,,,,,,,
313,0208,,5.0,0.0,推文,,,,,,,,,,,
314,Deb9,,1.0,0.0,无,,,,,,,,,,,
315,2E30,,98.0,0.0,继续,,,,,,,,,,,
316,EB72,,309.0,2841.0,看起来,,,,,,,,,,,
317,3c52,,2.0,0.0,无,,,,,,,,,,,
318,90ea,,27.0,0.0,中华民族,,,,,,,,,,,
319,AE70,,52.0,2.0,找到,,,,,,,,,,,
320,1128,,1.0,0.0,无,,,,,,,,,,,
321,7678,,1.0,0.0,犹太人,,,,,,,,,,,
322,3B44,,13.0,0.0,跟随,,,,,,,,,,,
323,A169,,1.0,0.0,无,,,,,,,,,,,
324,4371,"Johannesburg, South Africa",45.0,0.0,家伙,,,,,,,,,,,
325,13b8,,9.0,0.0,更好,,,,,,,,,,,
326,83b3,Queensland australia,133.0,453.0,感觉,,,,,,,,,,,
327,812d,,2.0,0.0,没有,,,,,,,,,,,
328,a102,,3.0,0.0,红润,,,,,,,,,,,
329,D659,フーシャ村,11.0,0.0,是否,,,,,,,,,,,
330,dcaa,"Madison, WI",336.0,3.0,思考,,,,,,,,,,,
331,95cc,madrid,1.0,0.0,无,,,,,,,,,,,
332,e5ff,,1.0,0.0,作成,,,,,,,,,,,
333,74a3,,2490.0,543.0,应用程序,,,,,,,,,,,
334,c46d,,5.0,226.0,阴茎,,,,,,,,,,,
335,F3b6,,2.0,0.0,重新,,,,,,,,,,,
336,541D,Bandung,164.0,5443.0,甚至,,,,,,,,,,,
337,150c,"横浜市
",599.0,9.0,休息,,,,,,,,,,,
338,e451,,11.0,0.0,发现,,,,,,,,,,,
339,198a,,1.0,0.0,作成,,,,,,,,,,,
340,930E,,2.0,0.0,免费电影,,,,,,,,,,,
341,cca2,,6.0,0.0,相当,,,,,,,,,,,
342,BA18,,1.0,0.0,推特,,,,,,,,,,,
343,FDC2,,2.0,0.0,房间,,,,,,,,,,,
344,035A,,2.0,0.0,测试,,,,,,,,,,,
345,7929,,9.0,8.0,也许,,,,,,,,,,,
346,e215,,3022.0,3274.0,医疗保健,,,,,,,,,,,
347,9Bad,,5.0,0.0,快乐,,,,,,,,,,,
348,c1b2,,1.0,0.0,玩游戏,,,,,,,,,,,
349,7ab3,,1.0,0.0,无,,,,,,,,,,,
350,bac7,,12.0,649.0,一直,,,,,,,,,,,
351,B507,,4.0,0.0,孩子,,,,,,,,,,,
352,fe3d,EUA,1.0,0.0,跟随,,,,,,,,,,,
353,a2c0,,1.0,1.0,亮相,,,,,,,,,,,
354,bb9c,,2.0,0.0,女同性恋,,,,,,,,,,,
355,bf79,Budapest,7967.0,562.0,制作,,,,,,,,,,,
356,7C8b,,4.0,0.0,家伙,,,,,,,,,,,
357,BF3C,Paris,5.0,1.0,电子邮件,,,,,,,,,,,
358,AD22,,2.0,0.0,妈妈,,,,,,,,,,,
359,590A,"Staffordshire, United Kingdom",5.0,1.0,享受,,,,,,,,,,,
360,A135,,2.0,0.0,号码,,,,,,,,,,,
361,6020,,5.0,1.0,问题,,,,,,,,,,,
362,4974,,1.0,0.0,投票,,,,,,,,,,,
363,7429,"seoul, korea",7.0,0.0,留下,,,,,,,,,,,
364,be58,,1.0,0.0,出去,,,,,,,,,,,
365,15f7,,5.0,1.0,记住,,,,,,,,,,,
366,C57D,,2981.0,1130.0,甚至,,,,,,,,,,,
367,B137,,1.0,0.0,无,,,,,,,,,,,
368,D27F,,4279.0,2.0,看着,,,,,,,,,,,
369,3d23,abu dhabi,2.0,0.0,也,,,,,,,,,,,
370,C4e8,"10.446194,-66.853089",1.0,21.0,开发人员,,,,,,,,,,,
371,551a,川口市,14.0,0.0,可爱,,,,,,,,,,,
372,5674,,1.0,0.0,看电视,,,,,,,,,,,
373,cbc3,,3.0,0.0,比赛,,,,,,,,,,,
374,ddea,,1.0,0.0,无,,,,,,,,,,,
375,A98A,８棟,280.0,0.0,活动,,,,,,,,,,,
376,317f,,791.0,352.0,谈论,,,,,,,,,,,
377,1000,,40.0,1.0,电子邮件,,,,,,,,,,,
378,7590,,3.0,0.0,上帝保佑,,,,,,,,,,,
379,278C,الغاط ,742.0,0.0,相信,,,,,,,,,,,
380,BDee,,15.0,2.0,甚至,,,,,,,,,,,
381,B045,,1.0,0.0,仍然,,,,,,,,,,,
382,231e,,2.0,0.0,注册,,,,,,,,,,,
383,Fa4c,,1.0,0.0,想要,,,,,,,,,,,
384,30AF,,1.0,0.0,组织,,,,,,,,,,,
385,0Def,宮崎,6881.0,30041.0,孩子,,,,,,,,,,,
386,91195,"chattanooga,tn",8.0,17.0,告诉,,,,,,,,,,,
387,37912,37912,652.0,0.0,恶劣,,,,,,,,,,,
388,56481,56481,198.0,0.0,恶劣,,,,,,,,,,,
389,36866,36866,473.0,0.0,恶劣,,,,,,,,,,,
390,58763,58763,521.0,0.0,严重,,,,,,,,,,,
391,12798,,1.0,0.0,诱惑,,,,,,,,,,,
392,ba2ac,,5.0,0.0,无,,,,,,,,,,,
393,97146,97146,269.0,0.0,手表,,,,,,,,,,,
394,c4442,,7.0,0.0,国家,,,,,,,,,,,
395,FAA86,,365.0,123.0,力量,,,,,,,,,,,
396,AB417,,5.0,0.0,医疗保健,,,,,,,,,,,
397,D861A,,22.0,5.0,资源,,,,,,,,,,,
398,7314A,,2.0,0.0,加入,,,,,,,,,,,
399,a8e17,,33.0,24.0,享受,,,,,,,,,,,
400,c2c24,,9.0,0.0,男人,,,,,,,,,,,
401,eccde,"Deer Park, NY - Brentwood, NY",20.0,0.0,重新,,,,,,,,,,,
402,71964,71964,506.0,0.0,严重,,,,,,,,,,,
403,fbcbc,,1.0,0.0,最,,,,,,,,,,,
404,31643,31643,107.0,0.0,严重,,,,,,,,,,,
405,40732,,1.0,0.0,无,,,,,,,,,,,
406,39931,,3.0,0.0,文件,,,,,,,,,,,
407,31620,31620,157.0,0.0,恶劣,,,,,,,,,,,
408,c4713,,1.0,0.0,推,,,,,,,,,,,
409,0de16,,405.0,24.0,思考,,,,,,,,,,,
410,70632,70632,227.0,0.0,严重,,,,,,,,,,,
411,bdbad,sky,3.0,2.0,是,,,,,,,,,,,
412,8a9d1, ,41746.0,4.0,也许,,,,,,,,,,,
413,ea7ec,,1.0,0.0,无,,,,,,,,,,,
414,89193,札幌市,30.0,2.0,老板,,,,,,,,,,,
415,39024,,6.0,2.0,爱,,,,,,,,,,,
416,7412C,,2.0,1.0,无,,,,,,,,,,,
417,33892,,1.0,0.0,无,,,,,,,,,,,
418,83725,,4.0,0.0,运作,,,,,,,,,,,
419,94733,,2.0,0.0,发生,,,,,,,,,,,
420,c7452,Antigua,1.0,0.0,漂亮,,,,,,,,,,,
421,37684,37684,482.0,0.0,手表,,,,,,,,,,,
422,77422,77422,356.0,0.0,恶劣,,,,,,,,,,,
423,67460,67460,1187.0,0.0,严重,,,,,,,,,,,
424,acb74,,34.0,84.0,无,,,,,,,,,,,
425,20733,20733,482.0,0.0,严重,,,,,,,,,,,
426,cccb5,,8429.0,123.0,父亲,,,,,,,,,,,
427,445F3,,76.0,25.0,新闻,,,,,,,,,,,
428,ce77c,,353.0,19063.0,工程师,,,,,,,,,,,
429,53393,,1.0,0.0,输入,,,,,,,,,,,
430,38119,38119,3924.0,0.0,严重,,,,,,,,,,,
431,2066D,,1.0,0.0,无,,,,,,,,,,,
432,77458,77458,107.0,0.0,严重,,,,,,,,,,,
433,116Ed,,1.0,5.0,摄影师,,,,,,,,,,,
434,28b6e,,1.0,2.0,实际,,,,,,,,,,,
435,46182,46182,343.0,0.0,预测,,,,,,,,,,,
436,19a53,,16.0,2.0,也许,,,,,,,,,,,
437,abc80,,1.0,8.0,都,,,,,,,,,,,
438,4875D,,20.0,0.0,人们,,,,,,,,,,,
439,16140,16140,164.0,0.0,严重,,,,,,,,,,,
440,181Ad,London,21.0,0.0,酋长,,,,,,,,,,,
441,D2889,,43.0,0.0,男人,,,,,,,,,,,
442,b3b15,,984.0,129.0,家人,,,,,,,,,,,
